x_PS,y_PS,Moho_depth
1222500,-2640000,12.1898765563965
1230000,-2640000,12.2219219207764
1237500,-2640000,12.25670337677
1245000,-2640000,12.2959537506104
1252500,-2640000,12.3366899490356
1260000,-2640000,12.3736591339111
1267500,-2640000,12.4020967483521
1275000,-2640000,12.4233427047729
1282500,-2640000,12.438455581665
1290000,-2640000,12.4489898681641
1297500,-2640000,12.4617519378662
1305000,-2640000,12.4693088531494
1312500,-2640000,12.4654035568237
1320000,-2640000,12.4457111358643
1327500,-2640000,12.4159698486328
1335000,-2640000,12.3714971542358
1342500,-2640000,12.309868812561
1350000,-2640000,12.2304229736328
1357500,-2640000,12.14439868927
1365000,-2640000,12.047474861145
1372500,-2640000,11.9392375946045
1380000,-2640000,11.8219604492188
1387500,-2640000,11.7096710205078
1395000,-2640000,11.5953512191772
1402500,-2640000,11.474066734314
1410000,-2640000,11.3423652648926
1417500,-2640000,11.2075691223145
1425000,-2640000,11.0741834640503
1432500,-2640000,10.9497804641724
1440000,-2640000,10.8410997390747
1447500,-2640000,10.7582406997681
1455000,-2640000,10.6962308883667
1462500,-2640000,10.6492300033569
1470000,-2640000,10.6101636886597
1477500,-2640000,10.573468208313
1485000,-2640000,10.5385255813599
1492500,-2640000,10.50208568573
1500000,-2640000,10.4594354629517
1507500,-2640000,10.4097194671631
1515000,-2640000,10.3559732437134
1522500,-2640000,10.3015203475952
1530000,-2640000,10.2489700317383
1537500,-2640000,10.2036142349243
1545000,-2640000,10.1677713394165
1552500,-2640000,10.1441717147827
1560000,-2640000,10.1341609954834
1567500,-2640000,10.1375045776367
1575000,-2640000,10.154821395874
1582500,-2640000,10.1854019165039
1590000,-2640000,10.2271003723145
1597500,-2640000,10.275857925415
1605000,-2640000,10.3268041610718
1612500,-2640000,10.3723850250244
1620000,-2640000,10.404598236084
1627500,-2640000,10.4191370010376
1635000,-2640000,10.4190549850464
1642500,-2640000,10.4079914093018
1650000,-2640000,10.389365196228
1657500,-2640000,10.3702125549316
1665000,-2640000,10.3512115478516
1672500,-2640000,10.3342790603638
1680000,-2640000,10.3213939666748
1687500,-2640000,10.3147401809692
1695000,-2640000,10.3105916976929
1702500,-2640000,10.3068943023682
1710000,-2640000,10.3034172058105
1740000,-2640000,10.3051061630249
1770000,-2640000,10.371711730957
1800000,-2640000,10.431095123291
1830000,-2640000,10.3970422744751
1860000,-2640000,10.3176107406616
1890000,-2640000,10.2524871826172
1920000,-2640000,10.2036771774292
1950000,-2640000,10.1610908508301
1980000,-2640000,10.1858015060425
2010000,-2640000,10.3591413497925
2040000,-2640000,10.8629121780396
2070000,-2640000,11.4149627685547
2100000,-2640000,11.9511861801147
2130000,-2640000,12.3694467544556
2160000,-2640000,12.5715179443359
2190000,-2640000,12.6061267852783
2220000,-2640000,12.5703582763672
-240000,-2632500,15.2321882247925
-232500,-2632500,15.3941869735718
-225000,-2632500,15.55491065979
-217500,-2632500,15.7042074203491
-210000,-2632500,15.838002204895
-202500,-2632500,15.9466733932495
-195000,-2632500,16.0261497497559
-187500,-2632500,16.0703945159912
-180000,-2632500,16.078685760498
-172500,-2632500,16.0505542755127
-165000,-2632500,15.9821128845215
-157500,-2632500,15.8744440078735
-150000,-2632500,15.733510017395
-142500,-2632500,15.5729875564575
-135000,-2632500,15.3811054229736
-127500,-2632500,15.1530313491821
-120000,-2632500,14.8861532211304
-112500,-2632500,14.5969762802124
-105000,-2632500,14.27845287323
-97500,-2632500,13.941312789917
-90000,-2632500,13.5925674438477
-82500,-2632500,13.2639312744141
-75000,-2632500,12.9446620941162
-67500,-2632500,12.6396102905273
-60000,-2632500,12.3450841903687
-52500,-2632500,12.080602645874
-45000,-2632500,11.8371019363403
-37500,-2632500,11.6177539825439
-30000,-2632500,11.4157466888428
-22500,-2632500,11.24059009552
-15000,-2632500,11.0919370651245
-7500,-2632500,10.9776163101196
0,-2632500,10.8987169265747
7500,-2632500,10.8592748641968
15000,-2632500,10.85182762146
22500,-2632500,10.8672618865967
30000,-2632500,10.894248008728
37500,-2632500,10.924596786499
45000,-2632500,10.9536838531494
52500,-2632500,10.9788389205933
60000,-2632500,10.9953660964966
67500,-2632500,11.0042009353638
75000,-2632500,11.003529548645
82500,-2632500,10.9964551925659
90000,-2632500,10.9839448928833
97500,-2632500,10.9730491638184
105000,-2632500,10.9559516906738
112500,-2632500,10.928201675415
120000,-2632500,10.8823804855347
127500,-2632500,10.8229656219482
135000,-2632500,10.7481651306152
142500,-2632500,10.6649007797241
150000,-2632500,10.5740871429443
157500,-2632500,10.4884185791016
165000,-2632500,10.4085807800293
172500,-2632500,10.3412065505981
180000,-2632500,10.2863693237305
187500,-2632500,10.24889087677
195000,-2632500,10.2267274856567
202500,-2632500,10.2154235839844
210000,-2632500,10.2064723968506
217500,-2632500,10.1908388137817
225000,-2632500,10.1792659759521
232500,-2632500,10.1793756484985
240000,-2632500,10.1989707946777
247500,-2632500,10.2321920394897
255000,-2632500,10.2838907241821
262500,-2632500,10.3462619781494
270000,-2632500,10.4156799316406
277500,-2632500,10.4779291152954
285000,-2632500,10.5476160049438
292500,-2632500,10.6311912536621
300000,-2632500,10.7394971847534
307500,-2632500,10.8651819229126
315000,-2632500,11.0127229690552
322500,-2632500,11.1734342575073
330000,-2632500,11.3447151184082
337500,-2632500,11.510929107666
345000,-2632500,11.6699590682983
352500,-2632500,11.8124685287476
360000,-2632500,11.9314594268799
367500,-2632500,12.0201473236084
375000,-2632500,12.0854587554932
382500,-2632500,12.1380491256714
390000,-2632500,12.1865825653076
397500,-2632500,12.2388648986816
405000,-2632500,12.2911920547485
412500,-2632500,12.3400659561157
420000,-2632500,12.3789539337158
427500,-2632500,12.4083471298218
435000,-2632500,12.4303302764893
442500,-2632500,12.4524784088135
450000,-2632500,12.4777536392212
457500,-2632500,12.5109949111938
465000,-2632500,12.5503377914429
472500,-2632500,12.5947513580322
480000,-2632500,12.6410188674927
487500,-2632500,12.6875324249268
495000,-2632500,12.7329769134521
502500,-2632500,12.7767839431763
510000,-2632500,12.8177251815796
517500,-2632500,12.8533544540405
525000,-2632500,12.8776454925537
532500,-2632500,12.8832988739014
540000,-2632500,12.8627872467041
547500,-2632500,12.8139810562134
555000,-2632500,12.7396097183228
562500,-2632500,12.6478929519653
570000,-2632500,12.5441474914551
577500,-2632500,12.4394102096558
585000,-2632500,12.3374948501587
592500,-2632500,12.2448816299438
600000,-2632500,12.1645812988281
607500,-2632500,12.1008987426758
615000,-2632500,12.0549974441528
622500,-2632500,12.0259876251221
630000,-2632500,12.0101480484009
637500,-2632500,12.0014696121216
645000,-2632500,12.0037221908569
652500,-2632500,12.0177688598633
660000,-2632500,12.0422620773315
667500,-2632500,12.0703229904175
675000,-2632500,12.1086883544922
682500,-2632500,12.1583251953125
690000,-2632500,12.2196607589722
697500,-2632500,12.2817783355713
705000,-2632500,12.351336479187
712500,-2632500,12.4255628585815
720000,-2632500,12.5037488937378
727500,-2632500,12.5720338821411
735000,-2632500,12.6405000686646
742500,-2632500,12.7095594406128
750000,-2632500,12.7825269699097
757500,-2632500,12.8473968505859
765000,-2632500,12.9141435623169
772500,-2632500,12.9820652008057
780000,-2632500,13.0536670684814
787500,-2632500,13.1168394088745
795000,-2632500,13.1807079315186
802500,-2632500,13.2442064285278
810000,-2632500,13.3087501525879
817500,-2632500,13.3634157180786
825000,-2632500,13.4185247421265
832500,-2632500,13.4767827987671
840000,-2632500,13.5425777435303
847500,-2632500,13.608190536499
855000,-2632500,13.6809577941895
862500,-2632500,13.7583637237549
870000,-2632500,13.8400382995605
877500,-2632500,13.9135227203369
885000,-2632500,13.9913158416748
892500,-2632500,14.0775108337402
900000,-2632500,14.1806831359863
907500,-2632500,14.2910804748535
915000,-2632500,14.4132328033447
922500,-2632500,14.5385503768921
930000,-2632500,14.6657848358154
937500,-2632500,14.7795219421387
945000,-2632500,14.8842477798462
952500,-2632500,14.9762401580811
960000,-2632500,15.0581369400024
967500,-2632500,15.1227531433105
975000,-2632500,15.1724987030029
982500,-2632500,15.2061834335327
990000,-2632500,15.2275381088257
997500,-2632500,15.2370615005493
1005000,-2632500,15.2300329208374
1012500,-2632500,15.2014236450195
1020000,-2632500,15.1478052139282
1027500,-2632500,15.0729026794434
1035000,-2632500,14.9740934371948
1042500,-2632500,14.8561000823975
1050000,-2632500,14.720929145813
1057500,-2632500,14.5822095870972
1065000,-2632500,14.4363260269165
1072500,-2632500,14.2877216339111
1080000,-2632500,14.136269569397
1087500,-2632500,13.9934549331665
1095000,-2632500,13.8515272140503
1102500,-2632500,13.7087736129761
1110000,-2632500,13.5580883026123
1117500,-2632500,13.4062061309814
1125000,-2632500,13.2520818710327
1132500,-2632500,13.1030855178833
1140000,-2632500,12.960991859436
1147500,-2632500,12.8357591629028
1155000,-2632500,12.7225742340088
1162500,-2632500,12.6194124221802
1170000,-2632500,12.5200490951538
1177500,-2632500,12.4267892837524
1185000,-2632500,12.3419275283813
1192500,-2632500,12.2721347808838
1200000,-2632500,12.2207117080688
1207500,-2632500,12.1917362213135
1215000,-2632500,12.1830396652222
1222500,-2632500,12.1908588409424
1230000,-2632500,12.2107715606689
1237500,-2632500,12.2378520965576
1245000,-2632500,12.2694454193115
1252500,-2632500,12.3020153045654
1260000,-2632500,12.3318071365356
1267500,-2632500,12.3560876846313
1275000,-2632500,12.3742351531982
1282500,-2632500,12.3873376846313
1290000,-2632500,12.3955888748169
1297500,-2632500,12.4015254974365
1305000,-2632500,12.4013528823853
1312500,-2632500,12.393253326416
1320000,-2632500,12.3733787536621
1327500,-2632500,12.3439350128174
1335000,-2632500,12.301682472229
1342500,-2632500,12.2474222183228
1350000,-2632500,12.1789503097534
1357500,-2632500,12.100959777832
1365000,-2632500,12.0115194320679
1372500,-2632500,11.9133148193359
1380000,-2632500,11.8063611984253
1387500,-2632500,11.6973886489868
1395000,-2632500,11.5830230712891
1402500,-2632500,11.4639339447021
1410000,-2632500,11.3377199172974
1417500,-2632500,11.2114419937134
1425000,-2632500,11.0865478515625
1432500,-2632500,10.9703769683838
1440000,-2632500,10.8666839599609
1447500,-2632500,10.7832088470459
1455000,-2632500,10.7160615921021
1462500,-2632500,10.661808013916
1470000,-2632500,10.615252494812
1477500,-2632500,10.5740251541138
1485000,-2632500,10.5345840454102
1492500,-2632500,10.4946441650391
1500000,-2632500,10.4504804611206
1507500,-2632500,10.4022970199585
1515000,-2632500,10.3505554199219
1522500,-2632500,10.2989130020142
1530000,-2632500,10.2490587234497
1537500,-2632500,10.2062005996704
1545000,-2632500,10.1712608337402
1552500,-2632500,10.1469602584839
1560000,-2632500,10.1342430114746
1567500,-2632500,10.1350069046021
1575000,-2632500,10.1481275558472
1582500,-2632500,10.1721811294556
1590000,-2632500,10.2050704956055
1597500,-2632500,10.2436809539795
1605000,-2632500,10.2837285995483
1612500,-2632500,10.3201637268066
1620000,-2632500,10.347339630127
1627500,-2632500,10.3625755310059
1635000,-2632500,10.366509437561
1642500,-2632500,10.3626203536987
1650000,-2632500,10.3526601791382
1657500,-2632500,10.3407678604126
1665000,-2632500,10.3280458450317
1672500,-2632500,10.3166465759277
1680000,-2632500,10.3077526092529
1687500,-2632500,10.3028612136841
1695000,-2632500,10.3000106811523
1702500,-2632500,10.2976627349854
1710000,-2632500,10.2958059310913
1717500,-2632500,10.2952451705933
1732500,-2632500,10.2994413375854
1740000,-2632500,10.3071117401123
1747500,-2632500,10.3207712173462
1762500,-2632500,10.3613319396973
1770000,-2632500,10.3841762542725
1777500,-2632500,10.4052648544312
1792500,-2632500,10.4388475418091
1800000,-2632500,10.4476356506348
1807500,-2632500,10.4480724334717
1822500,-2632500,10.4307441711426
1830000,-2632500,10.415581703186
1837500,-2632500,10.397102355957
1852500,-2632500,10.3555583953857
1860000,-2632500,10.3342761993408
1867500,-2632500,10.313422203064
1882500,-2632500,10.274037361145
1890000,-2632500,10.2570304870605
1897500,-2632500,10.2430601119995
1912500,-2632500,10.2168684005737
1920000,-2632500,10.2022829055786
1927500,-2632500,10.1870203018188
1942500,-2632500,10.1590623855591
1950000,-2632500,10.1512413024902
1957500,-2632500,10.1513776779175
1972500,-2632500,10.1634826660156
1980000,-2632500,10.1766405105591
1987500,-2632500,10.2016172409058
2002500,-2632500,10.3082113265991
2010000,-2632500,10.392128944397
2017500,-2632500,10.4912261962891
2032500,-2632500,10.7318677902222
2040000,-2632500,10.8641204833984
2047500,-2632500,10.9937419891357
2062500,-2632500,11.260199546814
2070000,-2632500,11.3980093002319
2077500,-2632500,11.530891418457
2092500,-2632500,11.7900505065918
2100000,-2632500,11.914831161499
2107500,-2632500,12.0296964645386
2122500,-2632500,12.2297439575195
2130000,-2632500,12.3126411437988
2137500,-2632500,12.381368637085
2152500,-2632500,12.4789638519287
2160000,-2632500,12.5094127655029
2167500,-2632500,12.5300226211548
2182500,-2632500,12.5451707839966
2190000,-2632500,12.5431041717529
2197500,-2632500,12.5386905670166
2212500,-2632500,12.5178308486938
2220000,-2632500,12.5047216415405
2227500,-2632500,12.4962730407715
-240000,-2625000,15.1446447372437
-232500,-2625000,15.3130216598511
-225000,-2625000,15.4811344146729
-217500,-2625000,15.6405258178711
-210000,-2625000,15.7836608886719
-202500,-2625000,15.9007205963135
-195000,-2625000,15.9896392822266
-187500,-2625000,16.0458164215088
-180000,-2625000,16.065601348877
-172500,-2625000,16.0431098937988
-165000,-2625000,15.9795608520508
-157500,-2625000,15.8776121139526
-150000,-2625000,15.7438268661499
-142500,-2625000,15.5835304260254
-135000,-2625000,15.3914041519165
-127500,-2625000,15.1629323959351
-120000,-2625000,14.8988437652588
-112500,-2625000,14.6039514541626
-105000,-2625000,14.279070854187
-97500,-2625000,13.9333562850952
-90000,-2625000,13.5812673568726
-82500,-2625000,13.2434005737305
-75000,-2625000,12.9159507751465
-67500,-2625000,12.6016731262207
-60000,-2625000,12.3051347732544
-52500,-2625000,12.0385322570801
-45000,-2625000,11.7961521148682
-37500,-2625000,11.5774726867676
-30000,-2625000,11.3813858032227
-22500,-2625000,11.2136106491089
-15000,-2625000,11.0720853805542
-7500,-2625000,10.9595212936401
0,-2625000,10.8789510726929
7500,-2625000,10.8344669342041
15000,-2625000,10.8175325393677
22500,-2625000,10.8189010620117
30000,-2625000,10.8320236206055
37500,-2625000,10.8520050048828
45000,-2625000,10.873085975647
52500,-2625000,10.890191078186
60000,-2625000,10.9013605117798
67500,-2625000,10.9061307907104
75000,-2625000,10.9031143188477
82500,-2625000,10.8928518295288
90000,-2625000,10.8786821365356
97500,-2625000,10.8637561798096
105000,-2625000,10.8433332443237
112500,-2625000,10.8121995925903
120000,-2625000,10.7677459716797
127500,-2625000,10.7097606658936
135000,-2625000,10.6394329071045
142500,-2625000,10.5605516433716
150000,-2625000,10.4784717559814
157500,-2625000,10.4011754989624
165000,-2625000,10.3310680389404
172500,-2625000,10.2723846435547
180000,-2625000,10.229043006897
187500,-2625000,10.2059707641602
195000,-2625000,10.2002849578857
202500,-2625000,10.2066173553467
210000,-2625000,10.2179527282715
217500,-2625000,10.2292346954346
225000,-2625000,10.2446708679199
232500,-2625000,10.2679710388184
240000,-2625000,10.3023595809937
247500,-2625000,10.3469972610474
255000,-2625000,10.4023809432983
262500,-2625000,10.464280128479
270000,-2625000,10.5300512313843
277500,-2625000,10.5970621109009
285000,-2625000,10.6703414916992
292500,-2625000,10.7538223266602
300000,-2625000,10.8525829315186
307500,-2625000,10.9671583175659
315000,-2625000,11.0961446762085
322500,-2625000,11.2336282730103
330000,-2625000,11.3761034011841
337500,-2625000,11.5161294937134
345000,-2625000,11.6503992080688
352500,-2625000,11.7719058990479
360000,-2625000,11.8752851486206
367500,-2625000,11.9552993774414
375000,-2625000,12.0177726745605
382500,-2625000,12.0693197250366
390000,-2625000,12.1159763336182
397500,-2625000,12.1602764129639
405000,-2625000,12.2031908035278
412500,-2625000,12.2435245513916
420000,-2625000,12.2790517807007
427500,-2625000,12.3088626861572
435000,-2625000,12.3362436294556
442500,-2625000,12.3653659820557
450000,-2625000,12.3980541229248
457500,-2625000,12.4350051879883
465000,-2625000,12.4766426086426
472500,-2625000,12.5226793289185
480000,-2625000,12.5713710784912
487500,-2625000,12.6209268569946
495000,-2625000,12.6705284118652
502500,-2625000,12.7189044952393
510000,-2625000,12.764102935791
517500,-2625000,12.8015775680542
525000,-2625000,12.8280096054077
532500,-2625000,12.8372240066528
540000,-2625000,12.8238296508789
547500,-2625000,12.7825307846069
555000,-2625000,12.7182416915894
562500,-2625000,12.6370658874512
570000,-2625000,12.5458374023438
577500,-2625000,12.4514789581299
585000,-2625000,12.3587274551392
592500,-2625000,12.2726812362671
600000,-2625000,12.1980743408203
607500,-2625000,12.1394958496094
615000,-2625000,12.0970582962036
622500,-2625000,12.0692663192749
630000,-2625000,12.0534572601318
637500,-2625000,12.0468912124634
645000,-2625000,12.0513887405396
652500,-2625000,12.0675859451294
660000,-2625000,12.0942478179932
667500,-2625000,12.129264831543
675000,-2625000,12.1755685806274
682500,-2625000,12.2334604263306
690000,-2625000,12.3004446029663
697500,-2625000,12.370982170105
705000,-2625000,12.4477643966675
712500,-2625000,12.5294094085693
720000,-2625000,12.6121921539307
727500,-2625000,12.6889925003052
735000,-2625000,12.7650804519653
742500,-2625000,12.8415822982788
750000,-2625000,12.9173555374146
757500,-2625000,12.9863433837891
765000,-2625000,13.0544729232788
772500,-2625000,13.122709274292
780000,-2625000,13.1906099319458
787500,-2625000,13.2526865005493
795000,-2625000,13.3139133453369
802500,-2625000,13.3740797042847
810000,-2625000,13.432165145874
817500,-2625000,13.4834775924683
825000,-2625000,13.5345239639282
832500,-2625000,13.5888051986694
840000,-2625000,13.6488933563232
847500,-2625000,13.7139358520508
855000,-2625000,13.7869062423706
862500,-2625000,13.8664608001709
870000,-2625000,13.9492788314819
877500,-2625000,14.0304861068726
885000,-2625000,14.1154680252075
892500,-2625000,14.2077474594116
900000,-2625000,14.3094177246094
907500,-2625000,14.4178943634033
915000,-2625000,14.5330686569214
922500,-2625000,14.6504812240601
930000,-2625000,14.7659034729004
937500,-2625000,14.8721618652344
945000,-2625000,14.9695224761963
952500,-2625000,15.0554847717285
960000,-2625000,15.1283769607544
967500,-2625000,15.1834049224854
975000,-2625000,15.2220258712769
982500,-2625000,15.2445430755615
990000,-2625000,15.2534704208374
997500,-2625000,15.2485179901123
1005000,-2625000,15.227445602417
1012500,-2625000,15.1865434646606
1020000,-2625000,15.124737739563
1027500,-2625000,15.0415306091309
1035000,-2625000,14.9376993179321
1042500,-2625000,14.8159961700439
1050000,-2625000,14.6815748214722
1057500,-2625000,14.5411176681519
1065000,-2625000,14.3943901062012
1072500,-2625000,14.2433452606201
1080000,-2625000,14.0924444198608
1087500,-2625000,13.9477338790894
1095000,-2625000,13.8047800064087
1102500,-2625000,13.6600790023804
1110000,-2625000,13.5128078460693
1117500,-2625000,13.3662214279175
1125000,-2625000,13.2196178436279
1132500,-2625000,13.0755558013916
1140000,-2625000,12.9391746520996
1147500,-2625000,12.8172101974487
1155000,-2625000,12.7058238983154
1162500,-2625000,12.601806640625
1170000,-2625000,12.5043020248413
1177500,-2625000,12.416597366333
1185000,-2625000,12.3384943008423
1192500,-2625000,12.2726879119873
1200000,-2625000,12.2229585647583
1207500,-2625000,12.1940240859985
1215000,-2625000,12.1822395324707
1222500,-2625000,12.1838684082031
1230000,-2625000,12.1962099075317
1237500,-2625000,12.2172565460205
1245000,-2625000,12.2431592941284
1252500,-2625000,12.2698392868042
1260000,-2625000,12.2943534851074
1267500,-2625000,12.3141031265259
1275000,-2625000,12.3285083770752
1282500,-2625000,12.3374633789063
1290000,-2625000,12.3420753479004
1297500,-2625000,12.342719078064
1305000,-2625000,12.33802318573
1312500,-2625000,12.3261260986328
1320000,-2625000,12.3062229156494
1327500,-2625000,12.2778329849243
1335000,-2625000,12.2399091720581
1342500,-2625000,12.1913080215454
1350000,-2625000,12.131778717041
1357500,-2625000,12.0613975524902
1365000,-2625000,11.9801845550537
1372500,-2625000,11.8885736465454
1380000,-2625000,11.7889623641968
1387500,-2625000,11.683874130249
1395000,-2625000,11.5724983215332
1402500,-2625000,11.4545698165894
1410000,-2625000,11.3322792053223
1417500,-2625000,11.2107572555542
1425000,-2625000,11.0913734436035
1432500,-2625000,10.978289604187
1440000,-2625000,10.8769407272339
1447500,-2625000,10.7938375473022
1455000,-2625000,10.7250823974609
1462500,-2625000,10.6668691635132
1470000,-2625000,10.616473197937
1477500,-2625000,10.5724744796753
1485000,-2625000,10.5311336517334
1492500,-2625000,10.489109992981
1500000,-2625000,10.4443216323853
1507500,-2625000,10.3961343765259
1515000,-2625000,10.3451404571533
1522500,-2625000,10.293514251709
1530000,-2625000,10.2443017959595
1537500,-2625000,10.2018003463745
1545000,-2625000,10.1666097640991
1552500,-2625000,10.1404790878296
1560000,-2625000,10.1251983642578
1567500,-2625000,10.1233425140381
1575000,-2625000,10.1328907012939
1582500,-2625000,10.1519174575806
1590000,-2625000,10.1784696578979
1597500,-2625000,10.2100858688354
1605000,-2625000,10.2434463500977
1612500,-2625000,10.2743453979492
1620000,-2625000,10.2988615036011
1627500,-2625000,10.3138771057129
1635000,-2625000,10.3206472396851
1642500,-2625000,10.321195602417
1650000,-2625000,10.317458152771
1657500,-2625000,10.3113622665405
1665000,-2625000,10.3041725158691
1672500,-2625000,10.2971544265747
1680000,-2625000,10.2920589447021
1687500,-2625000,10.2900342941284
