# x,y,CDP,uncertainty
1.442500000000000000e+06,2.236430000000000000e+06,2.559764819365082289e+01,5.917921348123241110e+00
1.450000000000000000e+06,2.236430000000000000e+06,2.534052565225334064e+01,6.002314765477523295e+00
1.457500000000000000e+06,2.236430000000000000e+06,2.511651538187090438e+01,6.095580392899988098e+00
1.465000000000000000e+06,2.236430000000000000e+06,2.493150119184596747e+01,6.198477198356935780e+00
1.472500000000000000e+06,2.236430000000000000e+06,2.478973784023913751e+01,6.311163111277954485e+00
1.480000000000000000e+06,2.236430000000000000e+06,2.469380587549808581e+01,6.433099858595645593e+00
1.487500000000000000e+06,2.236430000000000000e+06,2.464464678524447550e+01,6.563001565643411084e+00
1.495000000000000000e+06,2.236430000000000000e+06,2.464166801548196872e+01,6.698837300361519809e+00
1.502500000000000000e+06,2.236430000000000000e+06,2.468290411193468614e+01,6.837895026013153910e+00
1.510000000000000000e+06,2.236430000000000000e+06,2.476521818967114186e+01,6.976909798726797618e+00
1.517500000000000000e+06,2.236430000000000000e+06,2.488452721213776186e+01,7.112252674667377761e+00
1.525000000000000000e+06,2.236430000000000000e+06,2.503603510575637614e+01,7.240169351381556595e+00
1.532500000000000000e+06,2.236430000000000000e+06,2.521445940721073953e+01,7.357050158905818371e+00
1.540000000000000000e+06,2.236430000000000000e+06,2.541423971478655019e+01,7.459706964688483488e+00
1.547500000000000000e+06,2.236430000000000000e+06,2.562971941396221354e+01,7.545629134449781006e+00
1.555000000000000000e+06,2.236430000000000000e+06,2.585529566041894967e+01,7.613190822874377872e+00
1.562500000000000000e+06,2.236430000000000000e+06,2.608553611516564175e+01,7.661785895584872996e+00
1.570000000000000000e+06,2.236430000000000000e+06,2.631526414091290889e+01,7.691874353195543357e+00
1.577500000000000000e+06,2.236430000000000000e+06,2.653961683283464268e+01,7.704934225617287247e+00
1.585000000000000000e+06,2.236430000000000000e+06,2.675408217835681057e+01,7.703324037301977789e+00
1.592500000000000000e+06,2.236430000000000000e+06,2.695452270053178623e+01,7.690071421970268162e+00
1.600000000000000000e+06,2.236430000000000000e+06,2.713719309893414078e+01,7.668611721698417760e+00
1.607500000000000000e+06,2.236430000000000000e+06,2.729875870201536969e+01,7.642505281465008515e+00
1.615000000000000000e+06,2.236430000000000000e+06,2.743632009966727381e+01,7.615163086841331364e+00
1.622500000000000000e+06,2.236430000000000000e+06,2.754744731060807439e+01,7.589607491938767936e+00
1.630000000000000000e+06,2.236430000000000000e+06,2.763022447704890894e+01,7.568288742631160027e+00
1.637500000000000000e+06,2.236430000000000000e+06,2.768330361544908058e+01,7.552969932175052747e+00
1.645000000000000000e+06,2.236430000000000000e+06,2.770596363735642953e+01,7.544684237154042350e+00
1.652500000000000000e+06,2.236430000000000000e+06,2.769816892153446730e+01,7.543760028364145498e+00
1.660000000000000000e+06,2.236430000000000000e+06,2.766062036380554900e+01,7.549902749133460489e+00
1.667500000000000000e+06,2.236430000000000000e+06,2.759479119696945304e+01,7.562317953897025546e+00
1.675000000000000000e+06,2.236430000000000000e+06,2.750294003707816870e+01,7.579857849871707742e+00
1.682500000000000000e+06,2.236430000000000000e+06,2.738809457949275838e+01,7.601173961481777042e+00
1.690000000000000000e+06,2.236430000000000000e+06,2.725400107128535510e+01,7.624860733634108989e+00
1.697500000000000000e+06,2.236430000000000000e+06,2.710503699194395821e+01,7.649578426083439631e+00
1.705000000000000000e+06,2.236430000000000000e+06,2.694608709210704589e+01,7.674147885025608851e+00
1.712500000000000000e+06,2.236430000000000000e+06,2.678238584151254287e+01,7.697614099721188374e+00
1.720000000000000000e+06,2.236430000000000000e+06,2.661933217349065472e+01,7.719279349025866210e+00
1.727500000000000000e+06,2.236430000000000000e+06,2.646228493705249107e+01,7.738709838815120534e+00
1.735000000000000000e+06,2.236430000000000000e+06,2.631634945497171074e+01,7.755721800171069269e+00
1.742500000000000000e+06,2.236430000000000000e+06,2.618616685579037195e+01,7.770353980554050466e+00
1.750000000000000000e+06,2.236430000000000000e+06,2.607571827702691536e+01,7.782833369863944917e+00
1.757500000000000000e+06,2.236430000000000000e+06,2.598815557315245783e+01,7.793540025846948716e+00
1.765000000000000000e+06,2.236430000000000000e+06,2.592566882663850691e+01,7.802975249396494561e+00
1.772500000000000000e+06,2.236430000000000000e+06,2.588939884795708224e+01,7.811735414303757175e+00
1.780000000000000000e+06,2.236430000000000000e+06,2.587940011944535001e+01,7.820491799488805462e+00
1.787500000000000000e+06,2.236430000000000000e+06,2.589465649769891442e+01,7.829975104399208519e+00
1.795000000000000000e+06,2.236430000000000000e+06,2.593314868101876414e+01,7.840962189069259125e+00
1.802500000000000000e+06,2.236430000000000000e+06,2.599196922508837559e+01,7.854262114716616949e+00
1.810000000000000000e+06,2.236430000000000000e+06,2.606747799362836915e+01,7.870698799415931646e+00
1.817500000000000000e+06,2.236430000000000000e+06,2.615548857243755521e+01,7.891088458205793188e+00
1.825000000000000000e+06,2.236430000000000000e+06,2.625147451825576184e+01,7.916211276614609993e+00
1.832500000000000000e+06,2.236430000000000000e+06,2.635078346072649680e+01,7.946778210415796906e+00
1.840000000000000000e+06,2.236430000000000000e+06,2.644884706159976773e+01,7.983395130170251264e+00
1.847500000000000000e+06,2.236430000000000000e+06,2.654137562766294778e+01,8.026527485191927269e+00
1.855000000000000000e+06,2.236430000000000000e+06,2.662452767787615926e+01,8.076469073717429836e+00
1.862500000000000000e+06,2.236430000000000000e+06,2.669504683444288773e+01,8.133318308736555480e+00
1.870000000000000000e+06,2.236430000000000000e+06,2.675036085963668597e+01,8.196964614659400183e+00
1.877500000000000000e+06,2.236430000000000000e+06,2.678864029308067884e+01,8.267086433920505684e+00
1.885000000000000000e+06,2.236430000000000000e+06,2.680881675533271036e+01,8.343160987088946712e+00
1.892500000000000000e+06,2.236430000000000000e+06,2.681056338626452984e+01,8.424484655804850064e+00
1.900000000000000000e+06,2.236430000000000000e+06,2.679424192459497434e+01,8.510201854287437584e+00
1.907500000000000000e+06,2.236430000000000000e+06,2.676082249323715345e+01,8.599339660218820569e+00
1.915000000000000000e+06,2.236430000000000000e+06,2.671178316590383872e+01,8.690845333880282908e+00
1.922500000000000000e+06,2.236430000000000000e+06,2.664899683515752216e+01,8.783624117072427850e+00
1.930000000000000000e+06,2.236430000000000000e+06,2.657461280742537468e+01,8.876575249709349080e+00
1.937500000000000000e+06,2.236430000000000000e+06,2.649093998264340044e+01,8.968624814124966704e+00
1.945000000000000000e+06,2.236430000000000000e+06,2.640033753004851391e+01,9.058754659146362798e+00
1.952500000000000000e+06,2.236430000000000000e+06,2.630511776102856558e+01,9.146027148937161400e+00
1.960000000000000000e+06,2.236430000000000000e+06,2.620746454447979801e+01,9.229605764579964955e+00
1.967500000000000000e+06,2.236430000000000000e+06,2.610936922599742971e+01,9.308771662158463300e+00
1.975000000000000000e+06,2.236430000000000000e+06,2.601258470147141466e+01,9.382936214944106013e+00
1.982500000000000000e+06,2.236430000000000000e+06,2.591859714117898861e+01,9.451649425477659960e+00
1.990000000000000000e+06,2.236430000000000000e+06,2.582861392000581446e+01,9.514603976025224341e+00
1.997500000000000000e+06,2.236430000000000000e+06,2.574356561630460405e+01,9.571634663965113532e+00
2.005000000000000000e+06,2.236430000000000000e+06,2.566411950421426624e+01,9.622713077200243603e+00
2.012500000000000000e+06,2.236430000000000000e+06,2.559070176971540178e+01,9.667937598556596512e+00
2.020000000000000000e+06,2.236430000000000000e+06,2.552352569966677720e+01,9.707519146991710812e+00
2.027500000000000000e+06,2.236430000000000000e+06,2.546262328523102170e+01,9.741763405485409422e+00
2.035000000000000000e+06,2.236430000000000000e+06,2.540787799953210779e+01,9.771050583626008645e+00
2.042500000000000000e+06,2.236430000000000000e+06,2.535905690695976133e+01,9.795813960968327905e+00
2.050000000000000000e+06,2.236430000000000000e+06,2.531584069348388510e+01,9.816518520627880662e+00
2.057500000000000000e+06,2.236430000000000000e+06,2.527785063606233606e+01,9.833640903778235298e+00
2.065000000000000000e+06,2.236430000000000000e+06,2.524467192468398125e+01,9.847651712325996343e+00
2.072500000000000000e+06,2.236430000000000000e+06,2.521587309213330030e+01,9.859000895629449701e+00
2.080000000000000000e+06,2.236430000000000000e+06,2.519102158235604350e+01,9.868106623972007441e+00
2.087500000000000000e+06,2.236430000000000000e+06,2.516969569423483932e+01,9.875347722991534738e+00
2.095000000000000000e+06,2.236430000000000000e+06,2.515149327619812070e+01,9.881059458206889801e+00
2.102500000000000000e+06,2.236430000000000000e+06,2.513603762544238762e+01,9.885532243291869747e+00
2.110000000000000000e+06,2.236430000000000000e+06,2.512298107383448453e+01,9.889012711657764854e+00
2.117500000000000000e+06,2.236430000000000000e+06,2.511200673224006152e+01,9.891706536815510376e+00
2.125000000000000000e+06,2.236430000000000000e+06,2.510282882753978839e+01,9.893782401353405476e+00
2.132500000000000000e+06,2.236430000000000000e+06,2.509519201255525900e+01,9.895376579641631309e+00
2.140000000000000000e+06,2.236430000000000000e+06,2.508886996729079755e+01,9.896597695872852540e+00
2.147500000000000000e+06,2.236430000000000000e+06,2.508366354733108849e+01,9.897531328414071794e+00
2.155000000000000000e+06,2.236430000000000000e+06,2.507939867668992662e+01,9.898244238678815421e+00
2.162500000000000000e+06,2.236430000000000000e+06,2.507592413109209062e+01,9.898788097472387193e+00
2.170000000000000000e+06,2.236430000000000000e+06,2.507310931488088812e+01,9.899202658087325801e+00
2.177500000000000000e+06,2.236430000000000000e+06,2.507084210088118326e+01,9.899518381505703957e+00
2.185000000000000000e+06,2.236430000000000000e+06,2.506902677687514114e+01,9.899758555881756905e+00
2.192500000000000000e+06,2.236430000000000000e+06,2.506758212389709328e+01,9.899940972983696241e+00
2.200000000000000000e+06,2.236430000000000000e+06,2.506643963878426007e+01,9.900079232128423001e+00
2.207500000000000000e+06,2.236430000000000000e+06,2.506554190514747660e+01,9.900183741223212763e+00
2.215000000000000000e+06,2.236430000000000000e+06,2.506484111175363338e+01,9.900262478177442205e+00
2.222500000000000000e+06,2.236430000000000000e+06,2.506429771428888387e+01,9.900321566892419156e+00
2.230000000000000000e+06,2.236430000000000000e+06,2.506387923475174873e+01,9.900365712215407399e+00
2.237500000000000000e+06,2.236430000000000000e+06,2.506355919174924196e+01,9.900398528906535489e+00
2.245000000000000000e+06,2.236430000000000000e+06,2.506331615436922888e+01,9.900422791503775244e+00
2.252500000000000000e+06,2.236430000000000000e+06,2.506313291187477077e+01,9.900440625251405891e+00
2.260000000000000000e+06,2.236430000000000000e+06,2.506299575109917299e+01,9.900453652970446328e+00
2.267500000000000000e+06,2.236430000000000000e+06,2.506289383311879959e+01,9.900463108750187757e+00
2.275000000000000000e+06,2.236430000000000000e+06,2.506281866055153529e+01,9.900469926400516485e+00
2.282500000000000000e+06,2.236430000000000000e+06,2.506276362669154878e+01,9.900474808483167521e+00
2.290000000000000000e+06,2.236430000000000000e+06,2.506272363770708722e+01,9.900478280242317908e+00
2.297500000000000000e+06,2.236430000000000000e+06,2.506269479928004174e+01,9.900480731689929925e+00
2.305000000000000000e+06,2.236430000000000000e+06,2.506267415938635779e+01,9.900482450348579988e+00
2.312500000000000000e+06,2.236430000000000000e+06,2.506265949937045434e+01,9.900483646607613153e+00
2.320000000000000000e+06,2.236430000000000000e+06,2.506264916601578818e+01,9.900484473236677019e+00
2.327500000000000000e+06,2.236430000000000000e+06,2.506264193799645312e+01,9.900485040299905393e+00
2.335000000000000000e+06,2.236430000000000000e+06,2.506263692080483452e+01,9.900485426471290040e+00
2.342500000000000000e+06,2.236430000000000000e+06,2.506263346491165578e+01,9.900485687536184187e+00
2.350000000000000000e+06,2.236430000000000000e+06,2.506263110272697148e+01,9.900485862736038811e+00
2.357500000000000000e+06,2.236430000000000000e+06,2.506262950052079930e+01,9.900485979452827934e+00
2.365000000000000000e+06,2.236430000000000000e+06,2.506262842213945063e+01,9.900486056640140475e+00
2.372500000000000000e+06,2.236430000000000000e+06,2.506262770190391009e+01,9.900486107312721273e+00
2.380000000000000000e+06,2.236430000000000000e+06,2.506262722456606440e+01,9.900486140335303276e+00
2.387500000000000000e+06,2.236430000000000000e+06,2.506262691064120673e+01,9.900486161698559329e+00
2.395000000000000000e+06,2.236430000000000000e+06,2.506262670577103080e+01,9.900486175417638535e+00
2.402500000000000000e+06,2.236430000000000000e+06,2.506262657309814657e+01,9.900486184163735714e+00
2.410000000000000000e+06,2.236430000000000000e+06,2.506262648783910407e+01,9.900486189698737505e+00
5.875000000000000000e+05,2.243930000000000000e+06,2.494790832395764468e+01,9.843849396930277607e+00
5.950000000000000000e+05,2.243930000000000000e+06,2.492546496622322039e+01,9.823038493014513151e+00
6.025000000000000000e+05,2.243930000000000000e+06,2.489967464999405422e+01,9.795250857060480598e+00
6.100000000000000000e+05,2.243930000000000000e+06,2.487022131293015548e+01,9.758560507779066029e+00
6.175000000000000000e+05,2.243930000000000000e+06,2.483677622838741428e+01,9.710703212781931271e+00
6.250000000000000000e+05,2.243930000000000000e+06,2.479899414179957517e+01,9.649093086848743894e+00
6.325000000000000000e+05,2.243930000000000000e+06,2.475650746335078978e+01,9.570872013017275748e+00
6.400000000000000000e+05,2.243930000000000000e+06,2.470891859195395313e+01,9.472998644860082251e+00
6.475000000000000000e+05,2.243930000000000000e+06,2.465579073398367171e+01,9.352381268409128978e+00
6.550000000000000000e+05,2.243930000000000000e+06,2.459663793083426597e+01,9.206054833784936164e+00
6.625000000000000000e+05,2.243930000000000000e+06,2.453091540374537516e+01,9.031397135106717045e+00
6.700000000000000000e+05,2.243930000000000000e+06,2.445801173298166731e+01,8.826372837210918476e+00
6.775000000000000000e+05,2.243930000000000000e+06,2.437724477173319215e+01,8.589787538344392459e+00
6.850000000000000000e+05,2.243930000000000000e+06,2.428786350516917736e+01,8.321528298246473554e+00
6.925000000000000000e+05,2.243930000000000000e+06,2.418905824822063266e+01,8.022763173786467306e+00
7.000000000000000000e+05,2.243930000000000000e+06,2.407998157740006917e+01,7.696071376524969310e+00
7.075000000000000000e+05,2.243930000000000000e+06,2.395978216230865243e+01,7.345478526655059959e+00
7.150000000000000000e+05,2.243930000000000000e+06,2.382765316278409529e+01,6.976378471353617883e+00
7.225000000000000000e+05,2.243930000000000000e+06,2.368289606697397431e+01,6.595333949544635033e+00
7.300000000000000000e+05,2.243930000000000000e+06,2.352499976719299468e+01,6.209761972564396437e+00
7.375000000000000000e+05,2.243930000000000000e+06,2.335373333670414553e+01,5.827524435132827918e+00
7.450000000000000000e+05,2.243930000000000000e+06,2.316924944557004906e+01,5.456458005276886958e+00
7.525000000000000000e+05,2.243930000000000000e+06,2.297219373368616147e+01,5.103887494728544638e+00
7.600000000000000000e+05,2.243930000000000000e+06,2.276381386848904498e+01,4.776171733036464140e+00
7.675000000000000000e+05,2.243930000000000000e+06,2.254606059973197674e+01,4.478329244210373261e+00
7.750000000000000000e+05,2.243930000000000000e+06,2.232167204136444028e+01,4.213782583343718358e+00
7.825000000000000000e+05,2.243930000000000000e+06,2.209423181611676057e+01,3.984246028597052458e+00
7.900000000000000000e+05,2.243930000000000000e+06,2.186819172974668035e+01,3.789763494706348990e+00
7.975000000000000000e+05,2.243930000000000000e+06,2.164885040438652908e+01,3.628884810660914617e+00
8.050000000000000000e+05,2.243930000000000000e+06,2.144228085124774452e+01,3.498951871831801341e+00
8.125000000000000000e+05,2.243930000000000000e+06,2.125520230041600556e+01,3.396454263412067576e+00
8.200000000000000000e+05,2.243930000000000000e+06,2.109479465964516010e+01,3.317408517363075848e+00
8.275000000000000000e+05,2.243930000000000000e+06,2.096845760544908543e+01,3.257716768317247436e+00
8.350000000000000000e+05,2.243930000000000000e+06,2.088352031229178252e+01,3.213468493223588407e+00
8.425000000000000000e+05,2.243930000000000000e+06,2.084691193744708571e+01,3.181161442375304294e+00
8.500000000000000000e+05,2.243930000000000000e+06,2.086480689854699477e+01,3.157832304981836646e+00
8.575000000000000000e+05,2.243930000000000000e+06,2.094226238877871538e+01,3.141101466931347730e+00
8.650000000000000000e+05,2.243930000000000000e+06,2.108286815915083778e+01,3.129147166866527385e+00
8.725000000000000000e+05,2.243930000000000000e+06,2.128843008021991423e+01,3.120630990982977249e+00
8.800000000000000000e+05,2.243930000000000000e+06,2.155870915946749733e+01,3.114598517047364457e+00
8.875000000000000000e+05,2.243930000000000000e+06,2.189123639952641298e+01,3.110376537671752040e+00
8.950000000000000000e+05,2.243930000000000000e+06,2.228122110177708493e+01,3.107482901722042001e+00
9.025000000000000000e+05,2.243930000000000000e+06,2.272156602353970811e+01,3.105558211508500754e+00
9.100000000000000000e+05,2.243930000000000000e+06,2.320299737202305934e+01,3.104321973026253900e+00
9.175000000000000000e+05,2.243930000000000000e+06,2.371431125425823794e+01,3.103550534020829144e+00
9.250000000000000000e+05,2.243930000000000000e+06,2.424273127795085259e+01,3.103070934037580386e+00
9.325000000000000000e+05,2.243930000000000000e+06,2.477436495590220744e+01,3.102763729485638944e+00
9.400000000000000000e+05,2.243930000000000000e+06,2.529473988212279068e+01,3.102568570431858408e+00
9.475000000000000000e+05,2.243930000000000000e+06,2.578939479716179761e+01,3.102488138615002278e+00
9.550000000000000000e+05,2.243930000000000000e+06,2.624449608319174487e+01,3.102588284462036938e+00
9.625000000000000000e+05,2.243930000000000000e+06,2.664744729680647239e+01,3.102994212978770872e+00
9.700000000000000000e+05,2.243930000000000000e+06,2.698745833001148497e+01,3.103883971655036156e+00
9.775000000000000000e+05,2.243930000000000000e+06,2.725604183571087091e+01,3.105481140833090237e+00
9.850000000000000000e+05,2.243930000000000000e+06,2.744740767347340338e+01,3.108048575525727664e+00
9.925000000000000000e+05,2.243930000000000000e+06,2.755873119180319719e+01,3.111884480201703163e+00
1.000000000000000000e+06,2.243930000000000000e+06,2.759027789496083471e+01,3.117321240253868364e+00
1.007500000000000000e+06,2.243930000000000000e+06,2.754537505309784251e+01,3.124726491969778586e+00
1.015000000000000000e+06,2.243930000000000000e+06,2.743022961518208191e+01,3.134505045840045856e+00
1.022500000000000000e+06,2.243930000000000000e+06,2.725360082030096365e+01,3.147099599096375488e+00
1.030000000000000000e+06,2.243930000000000000e+06,2.702634459245737020e+01,3.162987768662496091e+00
1.037500000000000000e+06,2.243930000000000000e+06,2.676085457749637087e+01,3.182672922358967149e+00
1.045000000000000000e+06,2.243930000000000000e+06,2.647043102062382403e+01,3.206666655221116713e+00
1.052500000000000000e+06,2.243930000000000000e+06,2.616861315999071635e+01,3.235461597267068612e+00
1.060000000000000000e+06,2.243930000000000000e+06,2.586851311549829191e+01,3.269494542053094754e+00
1.067500000000000000e+06,2.243930000000000000e+06,2.558218921303711468e+01,3.309101556488364793e+00
1.075000000000000000e+06,2.243930000000000000e+06,2.532009428612519386e+01,3.354468568478790047e+00
1.082500000000000000e+06,2.243930000000000000e+06,2.509062987883013918e+01,3.405582629428018038e+00
1.090000000000000000e+06,2.243930000000000000e+06,2.489983072062941361e+01,3.462190257875214172e+00
1.097500000000000000e+06,2.243930000000000000e+06,2.475119576812033628e+01,3.523769650290790700e+00
1.105000000000000000e+06,2.243930000000000000e+06,2.464567302273585270e+01,3.589522858110821613e+00
1.112500000000000000e+06,2.243930000000000000e+06,2.458179581601086028e+01,3.658392214963434697e+00
1.120000000000000000e+06,2.243930000000000000e+06,2.455595891140035292e+01,3.729102512839363115e+00
1.127500000000000000e+06,2.243930000000000000e+06,2.456281419839339719e+01,3.800227044055882963e+00
1.135000000000000000e+06,2.243930000000000000e+06,2.459575849634209987e+01,3.870272182305507513e+00
1.142500000000000000e+06,2.243930000000000000e+06,2.464748050144161340e+01,3.937772269574137951e+00
1.150000000000000000e+06,2.243930000000000000e+06,2.471053054680023564e+01,4.001384750711414640e+00
1.157500000000000000e+06,2.243930000000000000e+06,2.477787581296595931e+01,4.059975129844902497e+00
1.165000000000000000e+06,2.243930000000000000e+06,2.484340498534190189e+01,4.112682536784115328e+00
1.172500000000000000e+06,2.243930000000000000e+06,2.490235001462813358e+01,4.158959327444875065e+00
1.180000000000000000e+06,2.243930000000000000e+06,2.495159835802016346e+01,4.198581781106581978e+00
1.187500000000000000e+06,2.243930000000000000e+06,2.498987649186907944e+01,4.231632997705212951e+00
1.195000000000000000e+06,2.243930000000000000e+06,2.501779411093503924e+01,4.258462867845957511e+00
1.202500000000000000e+06,2.243930000000000000e+06,2.503774770646002068e+01,4.279632865532568609e+00
1.210000000000000000e+06,2.243930000000000000e+06,2.505369154229286721e+01,4.295854937510124927e+00
1.217500000000000000e+06,2.243930000000000000e+06,2.507079281720807629e+01,4.307933708785197879e+00
1.225000000000000000e+06,2.243930000000000000e+06,2.509499543832280466e+01,4.316719635196835547e+00
1.232500000000000000e+06,2.243930000000000000e+06,2.513252283327279812e+01,4.323077910240308519e+00
1.240000000000000000e+06,2.243930000000000000e+06,2.518935420109866286e+01,4.327874375999453349e+00
1.247500000000000000e+06,2.243930000000000000e+06,2.527071028098813699e+01,4.331976018351794799e+00
1.255000000000000000e+06,2.243930000000000000e+06,2.538058399315231384e+01,4.336260487438546640e+00
1.262500000000000000e+06,2.243930000000000000e+06,2.552134822854452523e+01,4.341627040118648750e+00
1.270000000000000000e+06,2.243930000000000000e+06,2.569346784343926515e+01,4.349000746170669451e+00
1.277500000000000000e+06,2.243930000000000000e+06,2.589533590835775101e+01,4.359322890336754242e+00
1.285000000000000000e+06,2.243930000000000000e+06,2.612324594699263969e+01,4.373523116651495179e+00
1.292500000000000000e+06,2.243930000000000000e+06,2.637150284876365802e+01,4.392472604503984357e+00
1.300000000000000000e+06,2.243930000000000000e+06,2.663266596698187882e+01,4.416921815210320013e+00
1.307500000000000000e+06,2.243930000000000000e+06,2.689790924813875961e+01,4.447430345937556595e+00
1.315000000000000000e+06,2.243930000000000000e+06,2.715747566265066482e+01,4.484299407745047539e+00
1.322500000000000000e+06,2.243930000000000000e+06,2.740119722937663482e+01,4.527518771974563094e+00
1.330000000000000000e+06,2.243930000000000000e+06,2.761904793425965465e+01,4.576739333506075980e+00
1.337500000000000000e+06,2.243930000000000000e+06,2.780169508282669710e+01,4.631279705317947304e+00
1.345000000000000000e+06,2.243930000000000000e+06,2.794101518157896891e+01,4.690170854009146240e+00
1.352500000000000000e+06,2.243930000000000000e+06,2.803054323457687502e+01,4.752237410617096813e+00
1.360000000000000000e+06,2.243930000000000000e+06,2.806582913200990248e+01,4.816208852971231913e+00
1.367500000000000000e+06,2.243930000000000000e+06,2.804468122401635810e+01,4.880849193347646775e+00
1.375000000000000000e+06,2.243930000000000000e+06,2.796728473494044209e+01,4.945090895128156028e+00
1.382500000000000000e+06,2.243930000000000000e+06,2.783619083115178938e+01,5.008157937840422846e+00
1.390000000000000000e+06,2.243930000000000000e+06,2.765618033206816762e+01,5.069664289091576848e+00
1.397500000000000000e+06,2.243930000000000000e+06,2.743401368747485947e+01,5.129677151014414349e+00
1.405000000000000000e+06,2.243930000000000000e+06,2.717808542966016816e+01,5.188738545134377489e+00
1.412500000000000000e+06,2.243930000000000000e+06,2.689800643264082680e+01,5.247843266383783956e+00
1.420000000000000000e+06,2.243930000000000000e+06,2.660414067942521399e+01,5.308375229211894641e+00
1.427500000000000000e+06,2.243930000000000000e+06,2.630712469472072002e+01,5.372007251116221127e+00
1.435000000000000000e+06,2.243930000000000000e+06,2.601739733211244854e+01,5.440571230085101462e+00
1.442500000000000000e+06,2.243930000000000000e+06,2.574476533727737859e+01,5.515906681528472966e+00
1.450000000000000000e+06,2.243930000000000000e+06,2.549802629327186310e+01,5.599696157680383202e+00
1.457500000000000000e+06,2.243930000000000000e+06,2.528466554102030983e+01,5.693296682332965375e+00
1.465000000000000000e+06,2.243930000000000000e+06,2.511063787891783505e+01,5.797577345455352749e+00
1.472500000000000000e+06,2.243930000000000000e+06,2.498023873640411452e+01,5.912774643578957878e+00
1.480000000000000000e+06,2.243930000000000000e+06,2.489606354275077393e+01,6.038378660403111553e+00
1.487500000000000000e+06,2.243930000000000000e+06,2.485904859491563812e+01,6.173064065566447489e+00
1.495000000000000000e+06,2.243930000000000000e+06,2.486858222244255145e+01,6.314679326900661138e+00
1.502500000000000000e+06,2.243930000000000000e+06,2.492267171929094971e+01,6.460304752661309102e+00
1.510000000000000000e+06,2.243930000000000000e+06,2.501814952383675461e+01,6.606384653377434191e+00
1.517500000000000000e+06,2.243930000000000000e+06,2.515090152833266401e+01,6.748931260473900906e+00
1.525000000000000000e+06,2.243930000000000000e+06,2.531610112795720724e+01,6.883788919319013822e+00
1.532500000000000000e+06,2.243930000000000000e+06,2.550843451678107598e+01,7.006937877818751659e+00
1.540000000000000000e+06,2.243930000000000000e+06,2.572230556224056741e+01,7.114809384152810168e+00
1.547500000000000000e+06,2.243930000000000000e+06,2.595201204005544326e+01,7.204579377356584935e+00
1.555000000000000000e+06,2.243930000000000000e+06,2.619188875571947861e+01,7.274407949419595454e+00
1.562500000000000000e+06,2.243930000000000000e+06,2.643641677981368332e+01,7.323596396558974320e+00
1.570000000000000000e+06,2.243930000000000000e+06,2.668030136883525572e+01,7.352642617466980113e+00
1.577500000000000000e+06,2.243930000000000000e+06,2.691852386432025668e+01,7.363187605796719382e+00
1.585000000000000000e+06,2.243930000000000000e+06,2.714637476059655796e+01,7.357858992463318870e+00
1.592500000000000000e+06,2.243930000000000000e+06,2.735947608533763997e+01,7.340029964927568429e+00
1.600000000000000000e+06,2.243930000000000000e+06,2.755380121375175406e+01,7.313521539485703826e+00
1.607500000000000000e+06,2.243930000000000000e+06,2.772569928957265617e+01,7.282281719334114278e+00
1.615000000000000000e+06,2.243930000000000000e+06,2.787192968632293244e+01,7.250075909435405030e+00
1.622500000000000000e+06,2.243930000000000000e+06,2.798970960872495795e+01,7.220219260482292789e+00
1.630000000000000000e+06,2.243930000000000000e+06,2.807677525290853637e+01,7.195374271201634642e+00
1.637500000000000000e+06,2.243930000000000000e+06,2.813145418771364703e+01,7.177427371426682967e+00
1.645000000000000000e+06,2.243930000000000000e+06,2.815274406321788803e+01,7.167447916750259829e+00
1.652500000000000000e+06,2.243930000000000000e+06,2.814039065151094476e+01,7.165723537474148586e+00
1.660000000000000000e+06,2.243930000000000000e+06,2.809495679162500892e+01,7.171858266511623725e+00
1.667500000000000000e+06,2.243930000000000000e+06,2.801787319801332288e+01,7.184915030216675547e+00
1.675000000000000000e+06,2.243930000000000000e+06,2.791146237997462265e+01,7.203582137734395374e+00
1.682500000000000000e+06,2.243930000000000000e+06,2.777892810743206553e+01,7.226344127287263497e+00
1.690000000000000000e+06,2.243930000000000000e+06,2.762430486588321799e+01,7.251640181879862368e+00
1.697500000000000000e+06,2.243930000000000000e+06,2.745236441541045380e+01,7.277997595344548820e+00
1.705000000000000000e+06,2.243930000000000000e+06,2.726847968955598134e+01,7.304132694301859630e+00
1.712500000000000000e+06,2.243930000000000000e+06,2.707844958088000098e+01,7.329016510320570887e+00
1.720000000000000000e+06,2.243930000000000000e+06,2.688829138097053928e+01,7.351906792786899736e+00
1.727500000000000000e+06,2.243930000000000000e+06,2.670401049692722850e+01,7.372351269435968746e+00
1.735000000000000000e+06,2.243930000000000000e+06,2.653135930352764760e+01,7.390169184814553205e+00
1.742500000000000000e+06,2.243930000000000000e+06,2.637559840945023026e+01,7.405419025417311119e+00
1.750000000000000000e+06,2.243930000000000000e+06,2.624127408227751701e+01,7.418360061519993387e+00
1.757500000000000000e+06,2.243930000000000000e+06,2.613202503430789747e+01,7.429414101066057263e+00
1.765000000000000000e+06,2.243930000000000000e+06,2.605043024719602940e+01,7.439131946833027698e+00
1.772500000000000000e+06,2.243930000000000000e+06,2.599790711670760146e+01,7.448166813793825725e+00
1.780000000000000000e+06,2.243930000000000000e+06,2.597466611057554431e+01,7.457254754765809679e+00
1.787500000000000000e+06,2.243930000000000000e+06,2.597972458929506701e+01,7.467200289478061137e+00
